State,District,Market,Variety,Crop,Arrivals_Tonnes,Min_Price,Max_Price,Modal_Price
Punjab,Ludhiana,Khanna,Other,Potato,106,800,1500,1200
Punjab,Ludhiana,Khanna,Other,Potato,15,500,700,600
Punjab,Ludhiana,Khanna,Other,Potato,20,600,1000,700
Punjab,Ludhiana,Khanna,Other,Potato,24,500,800,600
Punjab,Ludhiana,Khanna,Other,Potato,32,1000,2000,1500
Punjab,Ludhiana,Khanna,Other,Potato,34,700,2000,1500
Punjab,Ludhiana,Khanna,Other,Potato,36,1000,1800,1500
Punjab,Ludhiana,Khanna,Other,Potato,36,500,800,600
Punjab,Ludhiana,Khanna,Other,Potato,38,500,800,600
Punjab,Ludhiana,Khanna,Other,Potato,40,600,1000,700
Punjab,Ludhiana,Khanna,Other,Potato,42,1000,2000,1500
Punjab,Ludhiana,Khanna,Other,Potato,42,700,2000,1400
Punjab,Ludhiana,Khanna,Other,Potato,51,1000,2000,1600
Punjab,Ludhiana,Khanna,Other,Potato,57,500,800,600
Punjab,Ludhiana,Khanna,Other,Potato,77,700,2000,1500
Punjab,Ludhiana,Khanna,Other,Potato,290,700,2000,1400
Punjab,Ludhiana,Khanna,Other,Potato,6,500,900,600
Punjab,Ludhiana,Khanna,Other,Potato,10,400,600,500
Punjab,Ludhiana,Khanna,Other,Potato,21,400,600,500
Punjab,Ludhiana,Khanna,Other,Potato,23,400,600,500
Punjab,Ludhiana,Khanna,Other,Potato,28,500,1400,1000
Punjab,Ludhiana,Khanna,Other,Potato,29,500,800,600
Punjab,Ludhiana,Khanna,Other,Potato,34,400,600,500
Punjab,Ludhiana,Khanna,Other,Potato,37,400,600,500
Punjab,Ludhiana,Khanna,Other,Potato,37,800,1800,1200
Punjab,Ludhiana,Khanna,Other,Potato,38,1000,2000,1500
Punjab,Ludhiana,Khanna,Other,Potato,38,400,600,500
Punjab,Ludhiana,Khanna,Other,Potato,42,700,2000,1500
Punjab,Ludhiana,Khanna,Other,Potato,44,1000,2000,1500
Punjab,Ludhiana,Khanna,Other,Potato,46,800,2000,1500
Punjab,Ludhiana,Khanna,Other,Potato,51,700,2000,1500
Punjab,Ludhiana,Khanna,Other,Potato,53,500,1500,700
Punjab,Ludhiana,Khanna,Other,Potato,54,1000,2000,1500
Punjab,Ludhiana,Khanna,Other,Potato,60,500,800,700
Punjab,Ludhiana,Khanna,Other,Potato,62,1000,1500,1200
Punjab,Ludhiana,Khanna,Other,Potato,83,700,2000,1500
Punjab,Ludhiana,Khanna,Other,Potato,11,500,800,600
Punjab,Ludhiana,Khanna,Other,Potato,23,400,600,500
Punjab,Ludhiana,Khanna,Other,Potato,26,500,800,600
Punjab,Ludhiana,Khanna,Other,Potato,37,1000,1700,1500
Punjab,Ludhiana,Khanna,Other,Potato,37,700,2000,1500
Punjab,Ludhiana,Khanna,Other,Potato,38,1000,1800,1500
Punjab,Ludhiana,Khanna,Other,Potato,39,1000,2000,1500
Punjab,Ludhiana,Khanna,Other,Potato,47,700,2000,1500
Punjab,Ludhiana,Khanna,Other,Potato,52,500,900,600
Punjab,Ludhiana,Khanna,Other,Potato,58,1000,2000,1400
Punjab,Ludhiana,Khanna,Other,Potato,63,700,2000,1500
Punjab,Ludhiana,Khanna,Other,Potato,80,800,2500,1500
Punjab,Ludhiana,Khanna,Other,Potato,86,800,2000,1600
Punjab,Ludhiana,Khanna,Other,Potato,5,1200,2200,1500
Punjab,Ludhiana,Khanna,Other,Potato,9,500,800,600
Punjab,Ludhiana,Khanna,Other,Potato,21,500,800,600
Punjab,Ludhiana,Khanna,Other,Potato,31,800,1500,1200
Punjab,Ludhiana,Khanna,Other,Potato,35,1000,2100,1500
Punjab,Ludhiana,Khanna,Other,Potato,38,500,800,700
Punjab,Ludhiana,Khanna,Other,Potato,39,500,1000,800
Punjab,Ludhiana,Khanna,Other,Potato,40,1000,1500,1200
Punjab,Ludhiana,Khanna,Other,Potato,42,800,1600,1400
Punjab,Ludhiana,Khanna,Other,Potato,44,1000,1900,1500
Punjab,Ludhiana,Khanna,Other,Potato,45,1000,2000,1600
Punjab,Ludhiana,Khanna,Other,Potato,49,600,1000,700
Punjab,Ludhiana,Khanna,Other,Potato,49,400,600,500
Punjab,Ludhiana,Khanna,Other,Potato,51,1000,1500,1200
Punjab,Ludhiana,Khanna,Other,Potato,54,1000,2000,1500
Punjab,Ludhiana,Khanna,Other,Potato,65,500,1300,1000
Uttrakhand,Haridwar,Haridwar Union,Other,Potato,55,1600,2400,1900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,31,700,900,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,1200,1800,1600
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,37,750,1000,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,39,800,1100,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,44,1600,2500,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1000,1300,1200
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1500,2500,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1700,2200,1900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1600,2400,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,48,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,51,1700,2200,1900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,700,1000,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,700,1050,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1600,2400,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,60,1600,1900,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,31,700,1000,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,33,700,850,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,1500,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,41,700,900,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,42,1600,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1600,2400,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,700,1000,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1200,1400,1250
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,48,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,54,1600,2100,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,60,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,75,1200,1600,1400
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,31,700,850,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,700,900,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,1800,2400,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,750,1050,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,800,1100,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,41,700,850,750
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,41,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,42,1600,2100,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,44,1500,2500,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1500,2400,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1700,2200,1900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1200,1500,1400
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,46,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1200,1600,1400
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1500,2400,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,65,1600,2100,1800
Uttrakhand,Haridwar,Haridwar Union,Other,Potato,45,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,31,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,800,1000,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,41,800,1000,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1400,2000,1600
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1600,2400,1900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,700,1000,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,700,1050,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,800,1100,1000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,48,800,1100,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1700,2400,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,60,1400,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,64,1500,2400,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,65,1400,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,65,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Other,Potato,65,1200,1500,1400
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,31,800,1100,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,700,900,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,1600,2500,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,1500,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,700,1000,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,1600,2100,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1000,1500,1200
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,48,800,1100,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,48,1200,1400,1300
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,54,700,1000,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1500,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,65,1000,1800,1300
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,85,800,1000,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,28,1200,1800,1600
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,31,800,1000,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,700,1100,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,41,1500,2100,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,43,1200,1400,1300
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1800,2400,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1200,1600,1400
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,65,1500,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,67,1400,2000,1500
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,85,1400,1800,1600
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,30,1500,2100,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,32,700,900,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,33,700,850,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,33,700,900,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,34,1700,2600,2200
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,1200,1800,1600
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,36,800,1000,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,36,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,800,1000,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,41,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1800,2200,1900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,700,1000,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,46,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,51,1000,1200,1100
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,54,1200,1400,1300
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,800,1100,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1500,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,56,1200,1500,1300
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,65,1200,1500,1300
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,75,1200,2100,1700
Uttrakhand,Haridwar,Haridwar Union,Other,Potato,34,1000,1400,1200
Uttrakhand,Haridwar,Haridwar Union,Other,Potato,45,1100,1300,1200
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,8,2000,2600,2400
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,28,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,700,900,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,700,1000,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,1600,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,1600,2500,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,41,800,1000,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,41,800,1100,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,41,1600,2500,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,42,700,850,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1200,1500,1300
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1600,2500,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,48,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,48,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,48,1200,1500,1400
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1600,2200,1900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1700,2400,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,65,1600,2400,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,1500,2000,1700
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,1600,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,700,1000,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1200,1500,1400
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1800,2400,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1800,2500,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,48,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,48,700,1050,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,48,1200,1600,1400
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,65,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,65,1200,1400,1300
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,66,1600,2400,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,80,1300,1500,1400
Uttrakhand,Haridwar,Haridwar Union,Other,Potato,24,700,810,800
Uttrakhand,Haridwar,Haridwar Union,Other,Potato,45,1000,1200,1100
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,28,500,800,600
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,34,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,1300,1800,1500
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,36,800,1000,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,700,1000,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,800,1000,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,43,1700,2400,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,44,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1500,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1800,2200,1900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,48,700,1000,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1200,1600,1400
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1500,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,61,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,65,1700,2200,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,1600,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,36,800,1000,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,36,800,1100,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,650,900,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,800,1100,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,39,700,1000,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,42,700,1050,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1600,2500,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,46,1800,2200,1900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1600,1900,1750
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1600,2200,1900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,56,1400,1800,1500
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,61,1600,2200,1900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,33,600,900,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,34,1600,2400,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,800,1100,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,1600,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,800,1100,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,1800,2500,2100
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,41,1600,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,43,1000,1500,1200
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1100,1250,1200
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1500,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,48,700,1000,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1400,2100,1700
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,80,1200,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Other,Potato,42,1000,1500,1200
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,8,2000,2500,2200
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,32,700,800,750
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,1500,2100,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,1600,2400,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,36,800,1100,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,700,1000,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,700,800,750
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,700,1050,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,750,1050,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,700,900,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1700,2400,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1800,2400,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,46,1500,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,48,1400,2000,1600
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1100,1250,1150
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1200,1500,1300
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,35,1600,2400,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,36,800,1100,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,36,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,1500,2100,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,1500,2100,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1600,2400,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,51,1800,2400,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1500,2100,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1700,2400,1900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1800,2500,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,56,1200,1400,1300
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,56,1200,1600,1400
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,65,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,44,1600,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,700,1050,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,1400,2000,1600
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,54,1000,1400,1200
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,55,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,60,1500,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,65,1600,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,74,1200,1500,1300
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,85,1800,2400,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,33,800,1000,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,38,700,1000,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,45,800,1000,900
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,48,700,1000,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,48,700,1000,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,48,700,1100,850
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,48,800,1050,950
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,48,1400,2000,1700
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,54,1600,2500,2000
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,65,1500,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Potato,Potato,95,1400,2200,1700
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,0,3000,3500,3000
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,0,2500,3500,2500
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,0,2800,3700,2800
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,0,3000,3500,3000
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,0,3500,4000,3500
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,2700,5200,2700
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,3000,3500,3000
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,3000,4500,3000
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,3000,4000,3000
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,2800,3800,2800
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,3500,4500,3500
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,3500,4500,3500
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,5000,6000,5000
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,2700,5400,2700
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,3500,4000,3500
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,5000,6000,5000
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,2700,5200,2700
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,3000,4000,3000
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,3000,4000,3000
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,3500,4500,3500
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,3500,4000,3500
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,3500,4500,3500
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,4000,5000,4000
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,900,1400,900
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,2500,4800,2500
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,2500,4900,2500
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,3500,4500,3500
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,2400,5200,2400
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,4500,5000,4500
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,1,4500,5500,4500
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,2,1000,1200,1000
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,2,1000,1400,1000
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,2,2000,2500,2000
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,2,2000,2500,2000
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,2,800,1200,800
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,2,900,1100,900
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,2,1900,2300,1900
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,2,1900,2600,1900
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,2,900,1600,900
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,2,1900,2600,1900
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,2,3000,5400,3000
Haryana,Gurgaon,Farukh Nagar,Other,Tomato,2,900,1300,900
